"School Year","Division Number","Division Name","School Number","School Name","Subject","Test Source","Pass Rate"
"2018-2019","39","Greene County","72","William Monroe High","Mathematics","SOL","79.92"
"2018-2019","39","Greene County","71","William Monroe Middle","Mathematics","SOL","74.44"
"2018-2019","40","Greensville County","260","Belfield Elementary","Mathematics","SOL","65.99"
"2018-2019","40","Greensville County","190","Edward W. Wyatt Middle","Mathematics","SOL","63.06"
"2018-2019","40","Greensville County","200","Greensville County High","Mathematics","SOL","67.39"
"2018-2019","40","Greensville County","50","Greensville Elementary","Mathematics","SOL","78.10"
"2018-2019","41","Halifax County","1560","Clays Mill Elementary","Mathematics","SOL","94.55"
"2018-2019","41","Halifax County","20","Cluster Springs Elementary","Mathematics","SOL","88.89"
"2018-2019","41","Halifax County","10","Halifax County High","Mathematics","SOL","76.56"
"2018-2019","41","Halifax County","1480","Halifax County Middle","Mathematics","SOL","77.18"
"2018-2019","41","Halifax County","1550","Meadville Elementary","Mathematics","SOL","90.24"
"2018-2019","41","Halifax County","1510","Scottsburg Elementary","Mathematics","SOL","88.46"
"2018-2019","41","Halifax County","1521","Sinai Elementary","Mathematics","SOL","72.97"
"2018-2019","41","Halifax County","30","South Boston Elementary","Mathematics","SOL","84.41"
"2018-2019","41","Halifax County","1490","Sydnor Jennings Elementary","Mathematics","SOL","79.12"
"2018-2019","112","Hampton City","500","A.W.E. Bassette Elementary","Mathematics","SOL","66.67"
"2018-2019","112","Hampton City","160","Aberdeen Elementary","Mathematics","SOL","72.37"
"2018-2019","112","Hampton City","260","Alfred S. Forrest Elementary","Mathematics","SOL","82.35"
"2018-2019","112","Hampton City","120","Armstrong Elementary","Mathematics","SOL","93.75"
"2018-2019","112","Hampton City","330","Barron Elementary","Mathematics","SOL","78.95"
"2018-2019","112","Hampton City","350","Benjamin Syms Middle","Mathematics","SOL","77.11"
"2018-2019","112","Hampton City","430","Bethel High","Mathematics","SOL","78.47"
"2018-2019","112","Hampton City","470","Booker Elementary","Mathematics","SOL","75.66"
"2018-2019","112","Hampton City","450","C. Alton Lindsay Middle","Mathematics","SOL","79.53"
"2018-2019","112","Hampton City","460","Captain John Smith Elementary","Mathematics","SOL","69.46"
"2018-2019","112","Hampton City","300","Cesar Tarrant Middle","Mathematics","SOL","81.34"
"2018-2019","112","Hampton City","420","Christopher C. Kraft Elementary","Mathematics","SOL","79.31"
"2018-2019","112","Hampton City","30","Francis Asbury Elementary","Mathematics","SOL","83.96"
"2018-2019","112","Hampton City","70","Francis W. Jones Magnet Middle","Mathematics","SOL","96.44"
"2018-2019","112","Hampton City","650","George P. Phenix Elementary","Mathematics","SOL","87.96"
"2018-2019","112","Hampton City","280","Hampton High","Mathematics","SOL","82.44"
"2018-2019","112","Hampton City","640","Hunter B. Andrews","Mathematics","SOL","83.76"
"2018-2019","112","Hampton City","250","Jane H. Bryan Elementary","Mathematics","SOL","83.59"
"2018-2019","112","Hampton City","270","John B. Cary Elementary","Mathematics","SOL","69.84"
"2018-2019","112","Hampton City","440","John Tyler Elementary","Mathematics","SOL","77.01"
"2018-2019","112","Hampton City","320","Kecoughtan High","Mathematics","SOL","78.48"
"2018-2019","112","Hampton City","490","Luther W. Machen Elementary","Mathematics","SOL","72.41"
"2018-2019","112","Hampton City","410","Paul Burbank Elementary","Mathematics","SOL","75.31"
"2018-2019","112","Hampton City","370","Phillips Elementary","Mathematics","SOL","73.25"
"2018-2019","112","Hampton City","50","Phoebus High","Mathematics","SOL","73.07"
"2018-2019","112","Hampton City","180","Samuel P. Langley Elementary","Mathematics","SOL","89.80"
"2018-2019","112","Hampton City","380","Thomas Eaton Middle","Mathematics","SOL","83.45"
"2018-2019","112","Hampton City","360","Tucker-Capps Elementary","Mathematics","SOL","86.93"
"2018-2019","112","Hampton City","80","William Mason Cooper Elementary","Mathematics","SOL","75.81"
"2018-2019","42","Hanover County","62","Atlee High","Mathematics","SOL","94.20"
"2018-2019","42","Hanover County","360","Battlefield Park Elementary","Mathematics","SOL","92.31"
"2018-2019","42","Hanover County","20","Beaverdam Elementary","Mathematics","SOL","86.34"
"2018-2019","42","Hanover County","61","Chickahominy Middle","Mathematics","SOL","93.18"
"2018-2019","42","Hanover County","70","Cold Harbor Elementary","Mathematics","SOL","86.03"
"2018-2019","42","Hanover County","551","Cool Spring Elementary","Mathematics","SOL","93.93"
"2018-2019","42","Hanover County","430","Elmont Elementary","Mathematics","SOL","84.42"
"2018-2019","42","Hanover County","554","Hanover High","Mathematics","SOL","89.05"
"2018-2019","42","Hanover County","162","John M. Gandy Elementary","Mathematics","SOL","85.76"
"2018-2019","42","Hanover County","200","Kersey Creek Elementary","Mathematics","SOL","94.99"
"2018-2019","42","Hanover County","210","Laurel Meadow Elementary","Mathematics","SOL","83.72"
"2018-2019","42","Hanover County","370","Lee Davis High","Mathematics","SOL","83.85"
"2018-2019","42","Hanover County","450","Liberty Middle","Mathematics","SOL","83.48"
"2018-2019","42","Hanover County","420","Mechanicsville Elementary","Mathematics","SOL","88.26"
"2018-2019","42","Hanover County","553","Oak Knoll Middle","Mathematics","SOL","94.91"
"2018-2019","42","Hanover County","400","Patrick Henry High","Mathematics","SOL","81.17"
"2018-2019","42","Hanover County","410","Pearson's Corner Elementary","Mathematics","SOL","97.07"
"2018-2019","42","Hanover County","552","Pole Green Elementary","Mathematics","SOL","92.74"
"2018-2019","42","Hanover County","30","Rural Point Elementary","Mathematics","SOL","94.51"
"2018-2019","42","Hanover County","40","South Anna Elementary","Mathematics","SOL","85.16"
"2018-2019","42","Hanover County","440","Stonewall Jackson Middle","Mathematics","SOL","90.38"
"2018-2019","42","Hanover County","290","Washington-Henry Elementary","Mathematics","SOL","91.51"
"2018-2019","113","Harrisonburg City","120","Bluestone Elementary","Mathematics","SOL","76.35"
"2018-2019","113","Harrisonburg City","12","Harrisonburg High","Mathematics","SOL","78.01"
"2018-2019","113","Harrisonburg City","50","Keister Elementary","Mathematics","SOL","52.24"
"2018-2019","113","Harrisonburg City","111","Skyline Middle","Mathematics","SOL","66.27"
"2018-2019","113","Harrisonburg City","110","Smithland Elementary","Mathematics","SOL","71.33"
"2018-2019","113","Harrisonburg City","60","Spotswood Elementary","Mathematics","SOL","58.47"
"2018-2019","113","Harrisonburg City","191","Stone Spring Elementary","Mathematics","SOL","70.37"
"2018-2019","113","Harrisonburg City","80","Thomas Harrison Middle","Mathematics","SOL","75.39"
"2018-2019","113","Harrisonburg City","30","Waterman Elementary","Mathematics","SOL","73.13"
"2018-2019","43","Henrico County","320","Arthur Ashe Jr. Elementary","Mathematics","SOL","71.15"
"2018-2019","43","Henrico County","500","Brookland Middle","Mathematics","SOL","59.68"
"2018-2019","43","Henrico County","120","Cashell Donahoe Elementary","Mathematics","SOL","65.70"
"2018-2019","43","Henrico County","590","Chamberlayne Elementary","Mathematics","SOL","68.72"
"2018-2019","43","Henrico County","530","Charles M. Johnson Elementary","Mathematics","SOL","66.41"
"2018-2019","43","Henrico County","93","Colonial Trail Elementary","Mathematics","SOL","94.22"
"2018-2019","43","Henrico County","400","Crestview Elementary","Mathematics","SOL","82.04"
"2018-2019","43","Henrico County","82","David A. Kaechele Elementary","Mathematics","SOL","96.85"
"2018-2019","43","Henrico County","160","Deep Run High","Mathematics","SOL","93.09"
"2018-2019","43","Henrico County","410","Douglas S. Freeman High","Mathematics","SOL","87.48"
"2018-2019","43","Henrico County","700","Dumbarton Elementary","Mathematics","SOL","73.24"
"2018-2019","43","Henrico County","300","Echo Lake Elementary","Mathematics","SOL","95.12"
"2018-2019","43","Henrico County","680","Elizabeth Holladay Elementary","Mathematics","SOL","70.00"
"2018-2019","43","Henrico County","92","Elko Middle","Mathematics","SOL","66.37"
"2018-2019","43","Henrico County","200","Fair Oaks Elementary","Mathematics","SOL","67.98"
"2018-2019","43","Henrico County","510","Fairfield Middle","Mathematics","SOL","67.15"
"2018-2019","43","Henrico County","150","Gayton Elementary","Mathematics","SOL","94.12"
"2018-2019","43","Henrico County","470","George F. Baker Elementary","Mathematics","SOL","77.05"
"2018-2019","43","Henrico County","390","George H. Moody Middle","Mathematics","SOL","86.33"
"2018-2019","43","Henrico County","20","Glen Allen Elementary","Mathematics","SOL","94.83"
"2018-2019","43","Henrico County","96","Glen Allen High","Mathematics","SOL","90.27"
"2018-2019","43","Henrico County","380","Glen Lea Elementary","Mathematics","SOL","64.77"
"2018-2019","43","Henrico County","260","Greenwood Elementary","Mathematics","SOL","88.19"
"2018-2019","43","Henrico County","420","Harold Macon Ratcliffe Elementary","Mathematics","SOL","59.61"
"2018-2019","43","Henrico County","94","Harvie Elementary","Mathematics","SOL","80.97"
"2018-2019","43","Henrico County","610","Henrico High","Mathematics","SOL","75.88"
"2018-2019","43","Henrico County","330","Henry D. Ward Elementary","Mathematics","SOL","69.20"
"2018-2019","43","Henrico County","670","Hermitage High","Mathematics","SOL","82.40"
"2018-2019","43","Henrico County","640","Highland Springs Elementary","Mathematics","SOL","50.81"
"2018-2019","43","Henrico County","190","Highland Springs High","Mathematics","SOL","70.24"
"2018-2019","43","Henrico County","95","Holman Middle","Mathematics","SOL","93.59"
"2018-2019","43","Henrico County","100","Hungary Creek Middle","Mathematics","SOL","82.98"
"2018-2019","43","Henrico County","620","Jackson Davis Elementary","Mathematics","SOL","87.65"
"2018-2019","43","Henrico County","660","Jacob L. Adams Elementary","Mathematics","SOL","68.87"
"2018-2019","43","Henrico County","600","John Randolph Tucker High","Mathematics","SOL","88.27"
"2018-2019","43","Henrico County","130","John Rolfe Middle","Mathematics","SOL","67.17"
"2018-2019","43","Henrico County","250","L. Douglas Wilder Middle","Mathematics","SOL","66.36"
"2018-2019","43","Henrico County","430","Laburnum Elementary","Mathematics","SOL","52.65"
"2018-2019","43","Henrico County","370","Lakeside Elementary","Mathematics","SOL","75.10"
"2018-2019","43","Henrico County","50","Longdale Elementary","Mathematics","SOL","71.82"
"2018-2019","43","Henrico County","490","Maude Trevvett Elementary","Mathematics","SOL","89.85"
"2018-2019","43","Henrico County","540","Maybeury Elementary","Mathematics","SOL","92.26"
"2018-2019","43","Henrico County","140","Mills E. Godwin High","Mathematics","SOL","92.57"
"2018-2019","43","Henrico County","210","Montrose Elementary","Mathematics","SOL","75.84"
"2018-2019","43","Henrico County","270","Nuckols Farm Elementary","Mathematics","SOL","97.61"
"2018-2019","43","Henrico County","440","Pemberton Elementary","Mathematics","SOL","89.05"
"2018-2019","43","Henrico County","570","Pinchbeck Elementary","Mathematics","SOL","79.33"
"2018-2019","43","Henrico County","280","Pocahontas Middle","Mathematics","SOL","94.81"
"2018-2019","43","Henrico County","690","Quioccasin Middle School","Mathematics","SOL","70.55"
"2018-2019","43","Henrico County","630","R.C. Longan Elementary","Mathematics","SOL","90.37"
"2018-2019","43","Henrico County","90","Ridge Elementary","Mathematics","SOL","75.28"
"2018-2019","43","Henrico County","240","Rivers Edge Elementary","Mathematics","SOL","93.65"
"2018-2019","43","Henrico County","650","Ruby F. Carver Elementary","Mathematics","SOL","79.75"
"2018-2019","43","Henrico County","220","Sandston Elementary","Mathematics","SOL","85.71"
"2018-2019","43","Henrico County","550","Seven Pines Elementary","Mathematics","SOL","82.83"
"2018-2019","43","Henrico County","710","Shady Grove Elementary","Mathematics","SOL","96.40"
"2018-2019","43","Henrico County","60","Short Pump Elementary","Mathematics","SOL","94.18"
"2018-2019","43","Henrico County","80","Short Pump Middle","Mathematics","SOL","93.44"
"2018-2019","43","Henrico County","480","Skipwith Elementary","Mathematics","SOL","79.22"
"2018-2019","43","Henrico County","230","Springfield Park Elementary","Mathematics","SOL","91.19"
"2018-2019","43","Henrico County","10","Three Chopt Elementary","Mathematics","SOL","91.28"
"2018-2019","43","Henrico County","360","Tuckahoe Elementary","Mathematics","SOL","95.06"
"2018-2019","43","Henrico County","520","Tuckahoe Middle","Mathematics","SOL","85.33"
"2018-2019","43","Henrico County","310","Twin Hickory Elementary","Mathematics","SOL","94.50"
"2018-2019","43","Henrico County","290","Varina Elementary","Mathematics","SOL","74.16"
"2018-2019","43","Henrico County","580","Varina High","Mathematics","SOL","77.98"
"2018-2019","44","Henry County","361","Axton Elementary","Mathematics","SOL","78.39"
"2018-2019","44","Henry County","10","Bassett High","Mathematics","SOL","79.41"
"2018-2019","44","Henry County","590","Campbell Court Elementary","Mathematics","SOL","86.96"
"2018-2019","44","Henry County","530","Drewry Mason Elementary","Mathematics","SOL","84.98"
"2018-2019","44","Henry County","620","Fieldale-Collinsville Middle","Mathematics","SOL","77.66"
"2018-2019","44","Henry County","480","G.W. Carver Elementary","Mathematics","SOL","84.12"
"2018-2019","44","Henry County","670","Laurel Park Middle","Mathematics","SOL","85.06"
"2018-2019","44","Henry County","20","Magna Vista High","Mathematics","SOL","81.51"
"2018-2019","44","Henry County","661","Meadow View Elementary","Mathematics","SOL","81.44"
"2018-2019","44","Henry County","872","Mount Olivet Elementary","Mathematics","SOL","80.26"
"2018-2019","44","Henry County","740","Rich Acres Elementary","Mathematics","SOL","90.98"
"2018-2019","44","Henry County","220","Sanville Elementary","Mathematics","SOL","84.13"
"2018-2019","44","Henry County","760","Stanleytown Elementary","Mathematics","SOL","87.16"
"2018-2019","45","Highland County","110","Highland Elementary","Mathematics","SOL","93.75"
"2018-2019","45","Highland County","220","Highland High","Mathematics","SOL","80.82"
"2018-2019","114","Hopewell City","110","Carter G. Woodson Middle","Mathematics","SOL","78.88"
"2018-2019","114","Hopewell City","40","Dupont Elementary","Mathematics","SOL","78.88"
"2018-2019","114","Hopewell City","140","Harry E. James Elementary","Mathematics","SOL","73.61"
"2018-2019","114","Hopewell City","120","Hopewell High","Mathematics","SOL","72.25"
"2018-2019","114","Hopewell City","70","Patrick Copeland Elementary","Mathematics","SOL","78.65"
"2018-2019","46","Isle of Wight County","421","Carrollton Elementary","Mathematics","SOL","87.68"
"2018-2019","46","Isle of Wight County","280","Carrsville Elementary","Mathematics","SOL","85.05"
"2018-2019","46","Isle of Wight County","422","Georgie D. Tyler Middle","Mathematics","SOL","87.94"
"2018-2019","46","Isle of Wight County","320","Hardy Elementary","Mathematics","SOL","77.25"
"2018-2019","46","Isle of Wight County","40","Smithfield High","Mathematics","SOL","78.49"
"2018-2019","46","Isle of Wight County","50","Smithfield Middle","Mathematics","SOL","82.35"
"2018-2019","46","Isle of Wight County","424","Westside Elementary","Mathematics","SOL","80.05"
"2018-2019","46","Isle of Wight County","240","Windsor Elementary","Mathematics","SOL","88.21"
"2018-2019","46","Isle of Wight County","250","Windsor High","Mathematics","SOL","85.40"
"2018-2019","48","King George County","100","King George Elementary","Mathematics","SOL","77.27"
"2018-2019","48","King George County","120","King George High","Mathematics","SOL","90.66"
"2018-2019","48","King George County","10","King George Middle","Mathematics","SOL","85.84"
"2018-2019","48","King George County","50","Potomac Elementary","Mathematics","SOL","85.75"
"2018-2019","48","King George County","221","Sealston Elementary","Mathematics","SOL","84.15"
"2018-2019","50","King William County","180","Acquinton Elementary","Mathematics","SOL","82.50"
"2018-2019","50","King William County","160","Hamilton Holmes Middle","Mathematics","SOL","71.12"
"2018-2019","50","King William County","130","King William High","Mathematics","SOL","81.17"
"2018-2019","49","King and Queen County","280","Central High","Mathematics","SOL","69.11"
"2018-2019","49","King and Queen County","200","King & Queen Elementary","Mathematics","SOL","82.64"
"2018-2019","49","King and Queen County","290","Lawson-Marriott Elementary","Mathematics","SOL","82.88"
"2018-2019","51","Lancaster County","10","Lancaster High","Mathematics","SOL","62.50"
"2018-2019","51","Lancaster County","110","Lancaster Middle","Mathematics","SOL","67.40"
"2018-2019","51","Lancaster County","210","Lancaster Primary","Mathematics","SOL","94.32"
"2018-2019","52","Lee County","160","Dryden Elementary","Mathematics","SOL","79.35"
"2018-2019","52","Lee County","330","Elk Knob Elementary","Mathematics","SOL","84.55"
"2018-2019","52","Lee County","820","Elydale Middle","Mathematics","SOL","95.80"
"2018-2019","52","Lee County","630","Flatwoods Elementary","Mathematics","SOL","81.20"
"2018-2019","52","Lee County","470","Jonesville Middle","Mathematics","SOL","82.65"
"2018-2019","52","Lee County","300","Lee High","Mathematics","SOL","84.66"
"2018-2019","52","Lee County","290","Pennington Middle","Mathematics","SOL","87.27"
"2018-2019","52","Lee County","670","Rose Hill Elementary","Mathematics","SOL","84.44"
"2018-2019","52","Lee County","200","St. Charles Elementary","Mathematics","SOL","92.11"
"2018-2019","52","Lee County","880","Thomas Walker High","Mathematics","SOL","71.60"
"2018-2019","137","Lexington City","1390","Harrington Waddell Elementary","Mathematics","SOL","91.67"
"2018-2019","137","Lexington City","1440","Lylburn Downing Middle","Mathematics","SOL","90.37"
"2018-2019","53","Loudoun County","510","Aldie Elementary","Mathematics","SOL","84.62"
"2018-2019","53","Loudoun County","150","Algonkian Elementary","Mathematics","SOL","92.28"
"2018-2019","53","Loudoun County","610","Arcola Elementary","Mathematics","SOL","87.68"
"2018-2019","53","Loudoun County","170","Ashburn Elementary","Mathematics","SOL","87.06"
"2018-2019","53","Loudoun County","220","Ball's Bluff Elementary","Mathematics","SOL","88.08"
"2018-2019","53","Loudoun County","650","Banneker Elementary","Mathematics","SOL","94.94"
"2018-2019","53","Loudoun County","940","Belmont Ridge Middle","Mathematics","SOL","91.74"
"2018-2019","53","Loudoun County","300","Belmont Station Elementary","Mathematics","SOL","90.36"
"2018-2019","53","Loudoun County","790","Blue Ridge Middle","Mathematics","SOL","87.96"
"2018-2019","53","Loudoun County","1120","Brambleton Middle School","Mathematics","SOL","91.88"
"2018-2019","53","Loudoun County","420","Briar Woods High","Mathematics","SOL","91.49"
"2018-2019","53","Loudoun County","740","Broad Run High","Mathematics","SOL","88.20"
"2018-2019","53","Loudoun County","450","Buffalo Trail Elementary","Mathematics","SOL","86.87"
"2018-2019","53","Loudoun County","460","Cardinal Ridge Elementary","Mathematics","SOL","90.25"
"2018-2019","53","Loudoun County","710","Catoctin Elementary","Mathematics","SOL","85.07"
"2018-2019","53","Loudoun County","840","Cedar Lane Elementary","Mathematics","SOL","87.31"
"2018-2019","53","Loudoun County","160","Cool Spring Elementary","Mathematics","SOL","75.43"
"2018-2019","53","Loudoun County","890","Countryside Elementary","Mathematics","SOL","84.01"
"2018-2019","53","Loudoun County","540","Creighton's Corner Elementary","Mathematics","SOL","88.78"
"2018-2019","53","Loudoun County","1000","Discovery Elementary","Mathematics","SOL","87.70"
"2018-2019","53","Loudoun County","31","Dominion High","Mathematics","SOL","79.19"
"2018-2019","53","Loudoun County","470","Dominion Trail Elementary","Mathematics","SOL","82.56"
"2018-2019","53","Loudoun County","880","Eagle Ridge Middle","Mathematics","SOL","94.98"
"2018-2019","53","Loudoun County","730","Emerick Elementary","Mathematics","SOL","96.59"
"2018-2019","53","Loudoun County","190","Evergreen Mill Elementary","Mathematics","SOL","85.71"
"2018-2019","53","Loudoun County","210","Farmwell Station Middle","Mathematics","SOL","87.65"
"2018-2019","53","Loudoun County","970","Forest Grove Elementary","Mathematics","SOL","77.27"
"2018-2019","53","Loudoun County","91","Frances Hazel Reid Elementary","Mathematics","SOL","79.59"
"2018-2019","53","Loudoun County","530","Frederick Douglass Elementary","Mathematics","SOL","71.02"
"2018-2019","53","Loudoun County","120","Freedom High","Mathematics","SOL","89.83"
"2018-2019","53","Loudoun County","371","Goshen Post Elementary","Mathematics","SOL","93.32"
"2018-2019","53","Loudoun County","720","Guilford Elementary","Mathematics","SOL","75.28"
"2018-2019","53","Loudoun County","230","Hamilton Elementary","Mathematics","SOL","83.33"
"2018-2019","53","Loudoun County","921","Harmony Middle","Mathematics","SOL","85.44"
"2018-2019","53","Loudoun County","520","Harper Park Middle","Mathematics","SOL","82.79"
"2018-2019","53","Loudoun County","900","Heritage High","Mathematics","SOL","85.36"
"2018-2019","53","Loudoun County","111","Hillsboro Charter Academy","Mathematics","SOL","88.73"
"2018-2019","53","Loudoun County","400","Hillside Elementary","Mathematics","SOL","89.90"
"2018-2019","53","Loudoun County","820","Horizon Elementary","Mathematics","SOL","83.18"
"2018-2019","53","Loudoun County","960","Hutchison Farm Elementary","Mathematics","SOL","81.55"
"2018-2019","53","Loudoun County","20","J. Lupton Simpson Middle","Mathematics","SOL","80.11"
"2018-2019","53","Loudoun County","580","J. Michael Lunsford Middle","Mathematics","SOL","93.10"
"2018-2019","53","Loudoun County","370","John Champe High School","Mathematics","SOL","81.62"
"2018-2019","53","Loudoun County","950","John W. Tolbert Jr. Elementary","Mathematics","SOL","93.22"
"2018-2019","53","Loudoun County","600","Kenneth W.Culbert Elementary","Mathematics","SOL","90.41"
"2018-2019","53","Loudoun County","80","Leesburg Elementary","Mathematics","SOL","73.62"
"2018-2019","53","Loudoun County","430","Legacy Elementary","Mathematics","SOL","93.12"
"2018-2019","53","Loudoun County","560","Liberty Elementary","Mathematics","SOL","89.82"
"2018-2019","53","Loudoun County","290","Lincoln Elementary","Mathematics","SOL","95.74"
"2018-2019","53","Loudoun County","860","Little River Elementary","Mathematics","SOL","92.91"
"2018-2019","53","Loudoun County","660","Loudoun County High","Mathematics","SOL","90.67"
"2018-2019","53","Loudoun County","680","Loudoun Valley High","Mathematics","SOL","87.65"
"2018-2019","53","Loudoun County","780","Lovettsville Elementary","Mathematics","SOL","87.98"
"2018-2019","53","Loudoun County","500","Lowes Island Elementary","Mathematics","SOL","93.91"
"2018-2019","53","Loudoun County","130","Lucketts Elementary","Mathematics","SOL","90.85"
"2018-2019","53","Loudoun County","1030","Madison's Trust Elementary","Mathematics","SOL","96.53"
"2018-2019","53","Loudoun County","70","Meadowland Elementary","Mathematics","SOL","83.25"
"2018-2019","53","Loudoun County","320","Mercer Middle","Mathematics","SOL","90.15"
"2018-2019","53","Loudoun County","1200","Middleburg Community Charter","Mathematics","SOL","86.36"
"2018-2019","53","Loudoun County","910","Mill Run Elementary","Mathematics","SOL","95.51"
"2018-2019","53","Loudoun County","380","Moorefield Station Elementary","Mathematics","SOL","90.36"
"2018-2019","53","Loudoun County","980","Mountain View Elementary","Mathematics","SOL","80.66"
"2018-2019","53","Loudoun County","270","Newton-Lee Elementary","Mathematics","SOL","90.76"
"2018-2019","53","Loudoun County","60","Park View High","Mathematics","SOL","74.41"
"2018-2019","53","Loudoun County","340","Pinebrook Elementary","Mathematics","SOL","91.44"
"2018-2019","53","Loudoun County","140","Potomac Falls High","Mathematics","SOL","78.37"
"2018-2019","53","Loudoun County","250","Potowmack Elementary","Mathematics","SOL","80.95"
"2018-2019","53","Loudoun County","930","River Bend Middle","Mathematics","SOL","85.51"
"2018-2019","53","Loudoun County","1050","Riverside High","Mathematics","SOL","88.03"
"2018-2019","53","Loudoun County","1060","Rock Ridge High","Mathematics","SOL","87.89"
"2018-2019","53","Loudoun County","40","Rolling Ridge Elementary","Mathematics","SOL","82.55"
"2018-2019","53","Loudoun County","550","Rosa Lee Carter Elementary","Mathematics","SOL","89.94"
"2018-2019","53","Loudoun County","180","Round Hill Elementary","Mathematics","SOL","94.34"
"2018-2019","53","Loudoun County","240","Sanders Corner Elementary","Mathematics","SOL","91.72"
"2018-2019","53","Loudoun County","870","Seldens Landing Elementary","Mathematics","SOL","88.42"
"2018-2019","53","Loudoun County","30","Seneca Ridge Middle","Mathematics","SOL","80.60"
"2018-2019","53","Loudoun County","90","Smart's Mill Middle","Mathematics","SOL","76.00"
"2018-2019","53","Loudoun County","690","Sterling Elementary","Mathematics","SOL","73.93"
"2018-2019","53","Loudoun County","760","Sterling Middle","Mathematics","SOL","60.48"
"2018-2019","53","Loudoun County","350","Steuart W. Weller Elementary","Mathematics","SOL","85.38"
"2018-2019","53","Loudoun County","850","Stone Bridge High","Mathematics","SOL","86.61"
"2018-2019","53","Loudoun County","570","Stone Hill Middle","Mathematics","SOL","89.65"
"2018-2019","53","Loudoun County","10","Sugarland Elementary","Mathematics","SOL","73.63"
"2018-2019","53","Loudoun County","750","Sully Elementary","Mathematics","SOL","64.02"
"2018-2019","53","Loudoun County","280","Sycolin Creek Elementary","Mathematics","SOL","94.23"
"2018-2019","53","Loudoun County","1040","Trailside Middle","Mathematics","SOL","90.29"
"2018-2019","53","Loudoun County","200","Tuscarora High","Mathematics","SOL","77.74"
"2018-2019","53","Loudoun County","700","Waterford Elementary","Mathematics","SOL","92.47"
"2018-2019","53","Loudoun County","360","Willard Intermediate School","Mathematics","SOL","91.36"
"2018-2019","53","Loudoun County","590","Woodgrove High","Mathematics","SOL","91.55"
"2018-2019","54","Louisa County","660","Jouett Elementary","Mathematics","SOL","93.14"
"2018-2019","54","Louisa County","602","Louisa County High","Mathematics","SOL","93.13"
"2018-2019","54","Louisa County","601","Louisa County Middle","Mathematics","SOL","80.36"
"2018-2019","54","Louisa County","80","Moss-Nuckols Elementary","Mathematics","SOL","78.15"
"2018-2019","54","Louisa County","610","Thomas Jefferson Elementary","Mathematics","SOL","80.74"
"2018-2019","54","Louisa County","641","Trevilians Elementary","Mathematics","SOL","82.48"
"2018-2019","55","Lunenburg County","560","Central High","Mathematics","SOL","72.40"
"2018-2019","55","Lunenburg County","240","Kenbridge Elementary","Mathematics","SOL","74.66"
"2018-2019","55","Lunenburg County","171","Lunenburg Middle","Mathematics","SOL","70.36"
"2018-2019","55","Lunenburg County","140","Victoria Elementary","Mathematics","SOL","82.35"
"2018-2019","115","Lynchburg City","290","Bedford Hills Elementary","Mathematics","SOL","69.68"
"2018-2019","115","Lynchburg City","70","Dearington Elementary/Innovation","Mathematics","SOL","61.68"
"2018-2019","115","Lynchburg City","260","E.C. Glass High","Mathematics","SOL","74.64"
"2018-2019","115","Lynchburg City","1102","Heritage Elementary","Mathematics","SOL","73.98"
"2018-2019","115","Lynchburg City","130","Heritage High","Mathematics","SOL","77.57"
"2018-2019","115","Lynchburg City","360","Linkhorne Elementary","Mathematics","SOL","81.41"
"2018-2019","115","Lynchburg City","350","Linkhorne Middle","Mathematics","SOL","63.00"
"2018-2019","115","Lynchburg City","170","Paul Laurence Dunbar Middle for Innovation","Mathematics","SOL","80.48"
"2018-2019","115","Lynchburg City","330","Paul Munro Elementary","Mathematics","SOL","91.60"
"2018-2019","115","Lynchburg City","270","Perrymont Elementary","Mathematics","SOL","71.85"
"2018-2019","115","Lynchburg City","190","Robert S. Payne Elementary","Mathematics","SOL","76.34"
"2018-2019","115","Lynchburg City","370","Sandusky Elementary","Mathematics","SOL","79.88"
"2018-2019","115","Lynchburg City","340","Sandusky Middle","Mathematics","SOL","59.24"
"2018-2019","115","Lynchburg City","300","Sheffield Elementary","Mathematics","SOL","78.24"
"2018-2019","115","Lynchburg City","90","T.C. Miller Elementary for Innovation","Mathematics","SOL","83.49"
"2018-2019","115","Lynchburg City","250","William M. Bass Elementary","Mathematics","SOL","78.57"
"2018-2019","56","Madison County","221","Madison County High","Mathematics","SOL","82.89"
"2018-2019","56","Madison County","200","Waverly Yowell Elementary","Mathematics","SOL","78.25"
"2018-2019","56","Madison County","222","William H. Wetsel Middle","Mathematics","SOL","79.67"
"2018-2019","143","Manassas City","470","Baldwin Elementary","Mathematics","SOL","70.12"
"2018-2019","143","Manassas City","471","Baldwin Intermediate School","Mathematics","SOL","75.09"
"2018-2019","143","Manassas City","60","George Carr Round Elementary","Mathematics","SOL","80.45"
"2018-2019","143","Manassas City","70","Grace E. Metz Middle","Mathematics","SOL","69.22"
"2018-2019","143","Manassas City","310","Jennie Dean Elementary","Mathematics","SOL","63.36"
"2018-2019","143","Manassas City","80","Mayfield Intermediate","Mathematics","SOL","67.33"
"2018-2019","143","Manassas City","370","Osbourn High","Mathematics","SOL","72.69"
"2018-2019","143","Manassas City","20","Richard C. Haydon Elementary","Mathematics","SOL","68.97"
"2018-2019","143","Manassas City","10","Weems Elementary","Mathematics","SOL","79.75"
"2018-2019","144","Manassas Park City","420","Manassas Park Elementary","Mathematics","SOL","67.88"
