"School Year","Division Number","Division Name","School Number","School Name","Subject","Test Source","Pass Rate"
"2018-2019","128","Virginia Beach City","520","Lynnhaven Elementary","Mathematics","SOL","71.20"
"2018-2019","128","Virginia Beach City","730","Lynnhaven Middle","Mathematics","SOL","83.48"
"2018-2019","128","Virginia Beach City","500","Malibu Elementary","Mathematics","SOL","92.31"
"2018-2019","128","Virginia Beach City","1020","New Castle Elementary","Mathematics","SOL","92.81"
"2018-2019","128","Virginia Beach City","710","Newtown Elementary","Mathematics","SOL","80.95"
"2018-2019","128","Virginia Beach City","760","North Landing Elementary","Mathematics","SOL","97.93"
"2018-2019","128","Virginia Beach City","880","Ocean Lakes Elementary","Mathematics","SOL","92.59"
"2018-2019","128","Virginia Beach City","960","Ocean Lakes High","Mathematics","SOL","91.04"
"2018-2019","128","Virginia Beach City","80","Old Donation School","Mathematics","SOL","100.00"
"2018-2019","128","Virginia Beach City","820","Parkway Elementary","Mathematics","SOL","83.67"
"2018-2019","128","Virginia Beach City","490","Pembroke Elementary","Mathematics","SOL","95.77"
"2018-2019","128","Virginia Beach City","660","Pembroke Meadows Elementary","Mathematics","SOL","89.19"
"2018-2019","128","Virginia Beach City","640","Plaza Middle","Mathematics","SOL","85.54"
"2018-2019","128","Virginia Beach City","680","Point O' View Elementary","Mathematics","SOL","79.08"
"2018-2019","128","Virginia Beach City","340","Princess Anne Elementary","Mathematics","SOL","94.10"
"2018-2019","128","Virginia Beach City","321","Princess Anne High","Mathematics","SOL","88.59"
"2018-2019","128","Virginia Beach City","750","Princess Anne Middle","Mathematics","SOL","93.25"
"2018-2019","128","Virginia Beach City","692","Providence Elementary","Mathematics","SOL","93.07"
"2018-2019","128","Virginia Beach City","900","Red Mill Elementary","Mathematics","SOL","96.72"
"2018-2019","128","Virginia Beach City","810","Rosemont Elementary","Mathematics","SOL","97.34"
"2018-2019","128","Virginia Beach City","840","Rosemont Forest Elementary","Mathematics","SOL","91.58"
"2018-2019","128","Virginia Beach City","830","Salem Elementary","Mathematics","SOL","93.93"
"2018-2019","128","Virginia Beach City","850","Salem High","Mathematics","SOL","91.97"
"2018-2019","128","Virginia Beach City","50","Salem Middle","Mathematics","SOL","90.40"
"2018-2019","128","Virginia Beach City","290","Seatack Elementary an Achievable Dream Academy","Mathematics","SOL","71.07"
"2018-2019","128","Virginia Beach City","300","Shelton Park Elementary","Mathematics","SOL","93.92"
"2018-2019","128","Virginia Beach City","940","Strawbridge Elementary","Mathematics","SOL","95.95"
"2018-2019","128","Virginia Beach City","910","Tallwood Elementary","Mathematics","SOL","96.69"
"2018-2019","128","Virginia Beach City","920","Tallwood High","Mathematics","SOL","81.80"
"2018-2019","128","Virginia Beach City","350","Thalia Elementary","Mathematics","SOL","86.51"
"2018-2019","128","Virginia Beach City","400","Thoroughgood Elementary","Mathematics","SOL","91.36"
"2018-2019","128","Virginia Beach City","100","Three Oaks Elementary","Mathematics","SOL","93.78"
"2018-2019","128","Virginia Beach City","510","Trantwood Elementary","Mathematics","SOL","90.67"
"2018-2019","128","Virginia Beach City","140","Virginia Beach Middle","Mathematics","SOL","80.50"
"2018-2019","128","Virginia Beach City","130","W.T. Cooke Elementary","Mathematics","SOL","83.74"
"2018-2019","128","Virginia Beach City","20","White Oaks Elementary","Mathematics","SOL","84.86"
"2018-2019","128","Virginia Beach City","470","Williams Elementary","Mathematics","SOL","73.19"
"2018-2019","128","Virginia Beach City","670","Windsor Oaks Elementary","Mathematics","SOL","89.32"
"2018-2019","128","Virginia Beach City","560","Windsor Woods Elementary","Mathematics","SOL","85.80"
"2018-2019","128","Virginia Beach City","390","Woodstock Elementary","Mathematics","SOL","86.80"
"2018-2019","93","Warren County","90","A.S. Rhodes Elementary","Mathematics","SOL","73.68"
"2018-2019","93","Warren County","140","E. Wilson Morrison Elementary","Mathematics","SOL","69.13"
"2018-2019","93","Warren County","371","Hilda J. Barbour Elementary","Mathematics","SOL","86.86"
"2018-2019","93","Warren County","20","Leslie Fox Keyser Elementary","Mathematics","SOL","81.40"
"2018-2019","93","Warren County","240","Ressie Jeffries Elementary","Mathematics","SOL","78.02"
"2018-2019","93","Warren County","250","Skyline High","Mathematics","SOL","74.65"
"2018-2019","93","Warren County","260","Skyline Middle School","Mathematics","SOL","69.33"
"2018-2019","93","Warren County","230","Warren County High","Mathematics","SOL","87.53"
"2018-2019","93","Warren County","280","Warren County Middle School","Mathematics","SOL","81.62"
"2018-2019","94","Washington County","1080","Abingdon Elementary","Mathematics","SOL","89.78"
"2018-2019","94","Washington County","1030","Abingdon High","Mathematics","SOL","87.58"
"2018-2019","94","Washington County","40","Damascus Middle","Mathematics","SOL","91.32"
"2018-2019","94","Washington County","1110","E.B. Stanley Middle","Mathematics","SOL","89.16"
"2018-2019","94","Washington County","1090","Glade Spring Middle","Mathematics","SOL","95.00"
"2018-2019","94","Washington County","260","Greendale Elementary","Mathematics","SOL","97.35"
"2018-2019","94","Washington County","1070","High Point Elementary","Mathematics","SOL","94.62"
"2018-2019","94","Washington County","1060","Holston High","Mathematics","SOL","96.63"
"2018-2019","94","Washington County","1040","John S. Battle High","Mathematics","SOL","81.52"
"2018-2019","94","Washington County","20","Meadowview Elementary","Mathematics","SOL","88.46"
"2018-2019","94","Washington County","1050","Patrick Henry High","Mathematics","SOL","87.77"
"2018-2019","94","Washington County","50","Rhea Valley Elementary","Mathematics","SOL","89.78"
"2018-2019","94","Washington County","1020","Valley Institute Elementary","Mathematics","SOL","87.58"
"2018-2019","94","Washington County","620","Wallace Middle","Mathematics","SOL","89.59"
"2018-2019","94","Washington County","70","Watauga Elementary","Mathematics","SOL","97.65"
"2018-2019","130","Waynesboro City","650","Berkeley Glenn Elementary","Mathematics","SOL","70.83"
"2018-2019","130","Waynesboro City","640","Kate Collins Middle","Mathematics","SOL","65.43"
"2018-2019","130","Waynesboro City","600","Waynesboro High","Mathematics","SOL","73.64"
"2018-2019","130","Waynesboro City","580","Wenonah Elementary","Mathematics","SOL","63.79"
"2018-2019","130","Waynesboro City","630","Westwood Hills Elementary","Mathematics","SOL","78.51"
"2018-2019","130","Waynesboro City","751","William Perry Elementary","Mathematics","SOL","77.83"
"2018-2019","207","West Point","280","West Point Elementary","Mathematics","SOL","95.73"
"2018-2019","207","West Point","290","West Point High","Mathematics","SOL","94.79"
"2018-2019","207","West Point","391","West Point Middle","Mathematics","SOL","90.05"
"2018-2019","95","Westmoreland County","210","Cople Elementary","Mathematics","SOL","77.16"
"2018-2019","95","Westmoreland County","300","Montross Middle","Mathematics","SOL","77.12"
"2018-2019","95","Westmoreland County","120","Washington & Lee High","Mathematics","SOL","85.32"
"2018-2019","95","Westmoreland County","310","Washington District Elementary","Mathematics","SOL","83.24"
"2018-2019","131","Williamsburg-James City County","60","Berkeley Middle","Mathematics","SOL","87.17"
"2018-2019","131","Williamsburg-James City County","40","Clara Byrd Baker Elementary","Mathematics","SOL","83.27"
"2018-2019","131","Williamsburg-James City County","80","D.J. Montague Elementary","Mathematics","SOL","83.81"
"2018-2019","131","Williamsburg-James City County","190","J. Blaine Blayton Elementary","Mathematics","SOL","89.39"
"2018-2019","131","Williamsburg-James City County","25","James Blair Middle","Mathematics","SOL","82.70"
"2018-2019","131","Williamsburg-James City County","201","James River Elementary","Mathematics","SOL","71.11"
"2018-2019","131","Williamsburg-James City County","202","Jamestown High","Mathematics","SOL","87.93"
"2018-2019","131","Williamsburg-James City County","90","Lafayette High","Mathematics","SOL","79.07"
"2018-2019","131","Williamsburg-James City County","50","Laurel Lane Elementary","Mathematics","SOL","90.00"
"2018-2019","131","Williamsburg-James City County","191","Lois Hornsby Middle","Mathematics","SOL","85.84"
"2018-2019","131","Williamsburg-James City County","205","Matoaka Elementary","Mathematics","SOL","91.49"
"2018-2019","131","Williamsburg-James City County","10","Matthew Whaley Elementary","Mathematics","SOL","77.92"
"2018-2019","131","Williamsburg-James City County","70","Norge Elementary","Mathematics","SOL","86.79"
"2018-2019","131","Williamsburg-James City County","203","Stonehouse Elementary","Mathematics","SOL","91.43"
"2018-2019","131","Williamsburg-James City County","100","Toano Middle","Mathematics","SOL","92.37"
"2018-2019","131","Williamsburg-James City County","204","Warhill High","Mathematics","SOL","83.00"
"2018-2019","132","Winchester City","75","Daniel Morgan Intermediate School","Mathematics","SOL","69.84"
"2018-2019","132","Winchester City","70","Daniel Morgan Middle School","Mathematics","SOL","80.16"
"2018-2019","132","Winchester City","80","Frederick Douglass Elementary","Mathematics","SOL","75.93"
"2018-2019","132","Winchester City","50","Garland R. Quarles Elementary","Mathematics","SOL","78.10"
"2018-2019","132","Winchester City","40","John Handley High School","Mathematics","SOL","82.59"
"2018-2019","132","Winchester City","90","John Kerr Elementary","Mathematics","SOL","74.21"
"2018-2019","132","Winchester City","20","Virginia Avenue Charlotte Dehart Elementary","Mathematics","SOL","79.25"
"2018-2019","96","Wise County","1000","Central High","Mathematics","SOL","94.62"
"2018-2019","96","Wise County","651","Coeburn Middle","Mathematics","SOL","95.28"
"2018-2019","96","Wise County","653","Coeburn Primary","Mathematics","SOL","95.00"
"2018-2019","96","Wise County","652","Eastside High","Mathematics","SOL","91.16"
"2018-2019","96","Wise County","73","J.W. Adams Combined","Mathematics","SOL","95.05"
"2018-2019","96","Wise County","320","L.F. Addington Middle","Mathematics","SOL","94.90"
"2018-2019","96","Wise County","871","St. Paul Elementary","Mathematics","SOL","97.81"
"2018-2019","96","Wise County","1010","Union High","Mathematics","SOL","93.90"
"2018-2019","96","Wise County","1013","Union Middle","Mathematics","SOL","88.87"
"2018-2019","96","Wise County","1012","Union Primary School","Mathematics","SOL","96.84"
"2018-2019","96","Wise County","1020","Wise Primary","Mathematics","SOL","89.58"
"2018-2019","97","Wythe County","760","Fort Chiswell High","Mathematics","SOL","95.83"
"2018-2019","97","Wythe County","1073","Fort Chiswell Middle","Mathematics","SOL","82.20"
"2018-2019","97","Wythe County","721","George Wythe High","Mathematics","SOL","95.24"
"2018-2019","97","Wythe County","730","Jackson Memorial Elementary","Mathematics","SOL","86.73"
"2018-2019","97","Wythe County","100","Max Meadows Elementary","Mathematics","SOL","92.63"
"2018-2019","97","Wythe County","201","Rural Retreat Elementary","Mathematics","SOL","96.53"
"2018-2019","97","Wythe County","202","Rural Retreat High","Mathematics","SOL","91.80"
"2018-2019","97","Wythe County","1074","Rural Retreat Middle","Mathematics","SOL","92.08"
"2018-2019","97","Wythe County","1075","Scott Memorial Middle","Mathematics","SOL","88.10"
"2018-2019","97","Wythe County","740","Sheffey Elementary","Mathematics","SOL","95.28"
"2018-2019","97","Wythe County","440","Speedwell Elementary","Mathematics","SOL","91.38"
"2018-2019","97","Wythe County","190","Spiller Elementary","Mathematics","SOL","86.10"
"2018-2019","98","York County","180","Bethel Manor Elementary","Mathematics","SOL","93.68"
"2018-2019","98","York County","20","Bruton High","Mathematics","SOL","85.97"
"2018-2019","98","York County","90","Coventry Elementary","Mathematics","SOL","96.07"
"2018-2019","98","York County","160","Dare Elementary","Mathematics","SOL","94.09"
"2018-2019","98","York County","140","Grafton Bethel Elementary","Mathematics","SOL","92.86"
"2018-2019","98","York County","332","Grafton High","Mathematics","SOL","91.07"
"2018-2019","98","York County","333","Grafton Middle","Mathematics","SOL","93.47"
"2018-2019","98","York County","10","Magruder Elementary","Mathematics","SOL","91.29"
"2018-2019","98","York County","80","Mount Vernon Elementary","Mathematics","SOL","93.21"
"2018-2019","98","York County","200","Queens Lake Middle","Mathematics","SOL","86.56"
"2018-2019","98","York County","170","Seaford Elementary","Mathematics","SOL","94.10"
"2018-2019","98","York County","50","Tabb Elementary","Mathematics","SOL","97.63"
"2018-2019","98","York County","230","Tabb High","Mathematics","SOL","89.43"
"2018-2019","98","York County","190","Tabb Middle","Mathematics","SOL","96.38"
"2018-2019","98","York County","220","Waller Mill Elementary","Mathematics","SOL","92.50"
"2018-2019","98","York County","30","York High","Mathematics","SOL","92.56"
"2018-2019","98","York County","335","York River Academy","Mathematics","SOL","83.33"
"2018-2019","98","York County","210","Yorktown Elementary","Mathematics","SOL","87.75"
"2018-2019","98","York County","60","Yorktown Middle","Mathematics","SOL","89.65"
